RecordID,Age,Gender,City
BTQ1186,38,Male,Berlin
BTS1188,36,Male,Berlin
APA390,25,Male,Berlin
BJZ935,29,Male,Berlin
AJQ250,35,Male,Stuttgart
AMH319,46,Male,Berlin
ABV47,32,Male,Berlin
BUS1214,29,Male,Berlin
AKA260,31,Male,Berlin
BJL921,36,Male,Nuremberg
BIM896,25,Female,Berlin
BIB885,33,Male,Heilbronn
BHD861,36,Male,Berlin
AVW568,27,Male,Berlin
AEF109,26,Male,Munich
BDH761,32,Male,Prague
ALB287,29,Male,Berlin
BOW1062,27,Male,Hamburg
AWP587,36,Male,Berlin
BOU1060,42,Male,Berlin
ATM506,43,Male,Munich
ASQ484,31,Male,Berlin
AXC600,30,Female,Berlin
ALT305,35,Female,Berlin
APC392,37,Male,Zurich
AUW542,36,Male,Berlin
ABH33,39,Male,Berlin
AFQ146,35,Male,Berlin
AQN429,23,Male,Berlin
BKU956,31,Male,Berlin
AAE4,37,Male,Berlin
AJS252,29,Male,Düsseldorf
AYJ633,35,Male,Berlin
APS408,30,Male,Munich
BOX1063,,Male,Munich
ADC80,26,Male,Berlin
AUL531,32,Male,Berlin
AKO274,33,Female,Berlin
BTU1190,37,Male,Aachen
AZA650,32,Female,Munich
BJF915,29,Male,Berlin
BQF1097,36,Male,Berlin
BLM974,32,Female,Berlin
AFX153,40,Female,Munich
ANY362,40,Male,Frankfurt
BOS1058,35,Male,Berlin
BLS980,31,Male,Berlin
BGP847,28,Male,"Warsaw, Poland"
BKT955,54,Male,Milano
BHY882,42,Male,Berlin
BDC756,39,Male,Berlin
BUB1197,31,Male,Berlin
BHN871,34,Male,Berlin
AJT253,39,Male,Munich
AHB183,36,Male,Rosenheim
BND1017,35,Male,Murnau am Staffelsee 
BOP1055,35,Male,Berlin
AXO612,45,Male,Berlin
BLI970,29,Male,Berlin
ACT71,36,Male,Munich
BTO1184,28,Female,Berlin
AZZ675,35,Male,Berlin
AWB573,33,Male,Berlin
BFI814,35,Female,Berlin
ALK296,65,Male,Berlin
BBF707,38,Male,Stuttgart 
BEK790,33,Male,Berlin
AFL141,34,Male,Munich
BJA910,25,Male,Frankfurt
AXS616,45,Female,Berlin
BON1053,26,Female,Berlin
BWB1249,33,Male,Berlin
AVM558,38,Male,Berlin
BMQ1004,32,Female,Munich
AQR433,29,Male,Berlin
BRL1129,33,Male,Munich
ABQ42,32,Male,Berlin
ADB79,26,Female,Munich
BCB729,33,Male,Munich
ANL349,38,Male,Koblenz
ACK62,34,Male,Munich
BOI1048,31,Male,Berlin
BTN1183,28,Male,Sevilla
BWA1248,31,Male,Berlin
AQF421,34,Male,Berlin
BTX1193,33,Male,Munich
ANA338,29,Male,Berlin
BBY726,,Male,Berlin
ACL63,34,Male,Munich
BTR1187,33,Male,Berlin
BRQ1134,25,Female,Cambridge
BCP743,29,Male,Berlin
BPI1074,31,Male,Berlin
BUP1211,29,Male,Munich
ASW490,29,Male,Munich
AEZ129,37,Male,Munich
APJ399,38,Male,Berlin
ANX361,38,Male,Köln
ACW74,31,Male,Berlin
BTA1170,35,Female,Berlin
BEF785,35,Male,Berlin
ADJ87,32,Female,Berlin
BUT1215,34,Male,Berlin
BCQ744,30,Female,Karlsruhe
BRT1137,42,Male,Hamburg
AMZ337,47,Male,Hamburg
BTV1191,36,Male,Munich
AMA312,34,Male,Berlin
ARO456,40,Male,Braunschweig 
BPP1081,30,Female,Berlin
AYS642,32,Female,Berlin
BNU1034,41,Male,Berlin
ASX491,37,Male,Malta
BDU774,35,Male,Berlin
ADE82,30,Male,Berlin
BOO1054,30,Male,Berlin
BPM1078,33,Female,Berlin
APR407,29,Male,Berlin
BBA702,37,Male,Stuttgart 
BGO846,30,Female,Berlin
AQG422,24,Male,Berlin
BBG708,,Male,Frankfurt
AJK244,26,Male,Munich
BAI684,25,Male,Berlin
AIE212,34,Male,Munich
AIK218,45,Male,Berlin
AQB417,31,Male,Berlin
ACU72,39,Male,Berlin
AEP119,31,Male,Munich
BSM1156,32,Female,Berlin
AVZ571,37,Female,Berlin
ALQ302,30,Male,Berlin
ARF447,30,Male,Utrecht
BQG1098,32,Male,Berlin
AHE186,31,Male,Berlin
BSO1158,37,Female,Berlin
ASS486,40,Female,Berlin
ALX309,38,Male,Berlin
ABY50,35,Male,Berlin
AKR277,29,Male,Munich
BJY934,26,Male,Berlin
BIU904,,Male,Berlin
AEL115,24,Male,Munich
AHI190,31,Male,Munich
AOM376,46,Male,Munich
BEJ789,29,Male,Berlin
AUI528,39,Male,Munich
BPZ1091,27,Male,Dusseldurf
APO404,35,Female,Berlin
BAU696,38,Male,Berlin
BGC834,26,Female,Berlin
AGH163,32,Male,Frankfurt
ANQ354,37,Male,Heidelberg
AAV21,34,Male,Berlin
BCU748,25,Male,Berlin
AYY648,27,Male,Berlin
APX413,37,Male,Berlin
ATV515,40,Male,Bodensee
BQN1105,30,Male,Hamburg
APD393,30,Male,Moscow
BKY960,28,Male,Frankfurt
BHJ867,23,Male,Munich
AIG214,30,Male,Berlin
ATO508,33,Male,Nürnberg
AHC184,35,Male,Berlin
BNE1018,38,Male,Munich
AVT565,26,Male,Berlin
AUG526,34,Male,Berlin
BDS772,30,Male,Munich
AEI112,33,Male,Berlin
AMJ321,27,Male,Tuttlingen
BQY1116,29,Male,Darmstadt
AUK530,,Male,Leipzig
BQO1106,40,Male,Munich
BEL791,30,Male,Berlin
ASI476,29,Male,Tallinn
AVE550,31,Male,Berlin
BNZ1039,,Male,Berlin
BPE1070,28,Female,Berlin
BRC1120,24,Male,Munich
BSW1166,27,Male,Berlin
ASV489,27,Male,Berlin
AKG266,33,Male,Berlin
BRZ1143,41,Male,Munich
BFF811,34,Male,Berlin
BSP1159,56,Male,Munich
ALY310,34,Female,Berlin
ABR43,33,Female,Berlin
BIW906,27,Male,Berlin
ALI294,25,Male,Stuttgart
AZW672,33,Male,Munich
BIR901,34,Male,Munich
AWR589,30,Female,Berlin
AVF551,31,Male,Munich
AQY440,38,Male,Berlin
BEY804,20,Male,Berlin
AAM12,,,Berlin
BMN1001,32,Male,Vienna
AKF265,34,Male,Munich
BOJ1049,28,Male,Munich
AAL11,,Male,Berlin
BIZ909,30,Female,Cologne
BFL817,26,Female,Moscow
AEN117,30,Female,Berlin
AXZ623,37,Male,Berlin
BMP1003,30,Male,Berlin
AEX127,30,Male,Munich
BAG682,32,Male,Berlin
BGB833,39,Male,Munich
BLE966,35,Male,Berlin
BNM1026,25,Male,Berlin
ASD471,23,Male,Warsaw
BMV1009,30,Female,Berlin
ARU462,34,Male,Berlin
ABE30,29,Male,Berlin
ACE56,35,Male,Munich
BKI944,30,Male,Barcelona
BDD757,33,Male,Amsterdam
AFO144,28,Male,Hamburg
ABT45,48,Male,Berlin
AED107,35,Male,Frankfurt
AOF369,44,Male,Munich
ATL505,33,Male,Nuremberg 
AYI632,35,Male,Berlin
BQK1102,32,Female,Berlin
ASR485,29,Male,Berlin
AET123,26,Female,Munich
AKE264,30,Male,Ansbach
BNT1033,36,Male,Berlin
BTK1180,,,Berlin
BQQ1108,32,Male,Berlin
AYZ649,29,Male,Berlin
BUW1218,27,Male,Munich
AEE108,37,Male,Munich
BVN1235,26,Male,Saint-Petersburg
ACD55,,Male,Berlin
BHV879,44,Female,Berlin
AZT669,33,Male,Munich
AMY336,32,Male,Berlin
AOY388,35,Male,Hamburg
AIV229,32,Male,Düsseldorf
ANI346,40,Male,Berlin
BNF1019,22,Male,Zürich
AAJ9,35,Male,Berlin
AKN273,33,Male,Mannheim
AIY232,56,Male,Ingolstadt
BEI788,38,Male,Berlin
ARM454,33,Male,Berlin
ACG58,29,Male,Berlin
ACP67,45,Male,Schleswig-Holstein
AEC106,27,Male,Munich
AIN221,32,Male,Stuttgart
AFC132,25,Male,Munich
APB391,30,Male,Moscow
BCV749,42,Female,Berlin
BKQ952,34,Male,Berlin
ADD81,31,Female,Berlin
BLG968,36,Male,Berlin
AMN325,26,Male,Frankfurt
BBZ727,22,Diverse,Cologne
ALN299,28,Male,Berlin
BEG786,31,Male,Berlin
AHM194,36,Male,Berlin
AMI320,33,Male,Berlin
BGJ841,34,Male,France
AJD237,32,Male,Berlin
BUH1203,33,Female,Munich
BFK816,33,Female,Berlin
AMC314,37,Male,Berlin
BPG1072,38,Male,Berlin
ACY76,30,Male,Munich
AZN663,30,Male,Berlin
BKG942,37,Female,Berlin
AEU124,33,Male,Berlin
ANV359,33,Male,Berlin
BRW1140,26,Female,Berlin
BQA1092,37,Male,Berlin
BEO794,39,Male,Berlin
BED783,33,Male,Prague
BJS928,30,Male,Frankfurt
AWA572,25,Male,Berlin
AXU618,23,Male,Berlin
AKX283,38,Male,Munich
AQU436,29,Male,Cracovia
BKE940,28,Male,Berlin
BEX803,31,Male,Nuremberg
BQI1100,33,Male,Berlin
BMI996,37,Male,Berlin
AHW204,32,Female,Berlin
BAS694,31,Female,Ulm
BTJ1179,34,Male,Berlin
BVA1222,34,Male,Ingolstadt 
AVO560,32,Male,Berlin
BEQ796,33,Male,Berlin
AEA104,25,Male,Munich
ABN39,38,Male,Berlin
BTM1182,54,Male,Munich
AYF629,31,Male,Boeblingen
BAA676,33,Male,Berlin
BQZ1117,29,Male,Darmstadt
BBP717,35,Female,Munich
BGK842,38,Female,Regensburg
ABD29,40,Male,Berlin
AQL427,32,Female,Berlin
ADR95,33,Male,Munich
BAV697,35,Male,Munich
APP405,40,Male,Berlin
AOI372,32,Male,Berlin
AYV645,31,Male,Paris
BPY1090,25,Female,Amsterdam
BTD1173,30,Male,Berlin
BJV931,26,Male,Berlin
AAK10,32,Female,Hamburg
AYD627,31,Male,Berlin
BNJ1023,36,Male,Stockholm
BUO1210,36,Male,Berlin
AMT331,32,Male,Munich
AJC236,28,Male,Stuttgart
BBX725,26,Male,Berlin
AUZ545,32,Male,Berlin
BLU982,22,Male,Istanbul
AND341,25,Male,Hamburg
BHR875,33,Male,Munich
BNX1037,28,Male,Zurich
BPN1079,39,Female,Berlin
BTE1174,36,Male,Stuttgart
BQM1104,28,Male,Berlin
BEB781,33,Male,Berlin
AUE524,29,Female,Berlin
AHD185,47,Male,Munich
AIW230,24,Male,Munich
AMO326,29,Male,Berlin
BJH917,36,Male,Berlin
ARJ451,42,Female,Munich
AWF577,28,Male,Berlin
ASK478,25,Female,Berlin
BRG1124,38,Male,Berlin
AOH371,41,Female,Munich
BKS954,35,Male,Luttich
ARW464,37,Male,Stuttgart 
ALD289,32,Male,Berlin
AQT435,31,Male,Berlin
BJK920,28,Male,Berlin
ANS356,28,Female,Berlin
AEH111,34,Male,Berlin
AAY24,36,Male,Berlin
AKH267,43,Male,Berlin
BCG734,36,Male,Berlin
